label,text
0,لو بون مجرد مثال من قاعدة عظيمة للعنصرية. مؤسس علم النفس الإجتماعى والمؤرخ الكبير، فهذا الأستاذ الأول لهتلر وموسولينى كانا لا ينمان إلا وكتاب سيكولوجيا الجماهير تحت رأسيهما. كتب فى الاعراق البشرية وقسمها إلى اربعة عناصر.. العنصر البدائى وهم سكان امريكا واستراليا الاصليون. العرق السافل او الدنيئ الزنوج. العرق المتوسط وهم العرب والصينيون. العرق السامى وهم الاوربيون
0,لم ارى فية اى شىء مميز فى الرواية الاسلوب والفكرة لم يكن فيهم اى ابداع
0,ثلاثة أيام من القراءة المتقطعة للكتاب ... قسم غسان الكتاب إلى عدة فصول، المشكلة بالنسبة لي في أثناء القراءة هو تساؤلي الدائم أين الأدب في الموضوع ؟ في الفصول الاولى احسست أن غسان تجاوز موضوع الكتاب ليتحدث عن موضوعات عامة مثل اللغة، ولادة الصهيونية الادبية، الخ .. ولم أحس أن الكتاب يتحدث عن الأدب بشكل خالص إلا في الفصول الأخيرة .. من نقاط ضعف الكتاب أيضا، ان الكاتب لم يدرج ملخصا للروايات التي تحدث عنها، وما لم يكن القارىء ملما بهذه الروايات وخاصة رواية أرض قديمة جديدة و اكسودس ولصوص في الليل ، سيشعر بحيرة و ارتباك كبيران جدا .. في بداية الكتاب، يقدم كنفاني افتراضا يجعل فيه الأدب محركا نحو التغيير الاجتماعي، وخاصة في بريطانيا ، ولكن أعتقد ان الافتراض الذي يقدمه كنفاني ليس صحيحا ، فالطبيعي ان يكون وراء الحراك الاجتماعي وتغير الوضع اليهودي في بريطانيا تصاعد وتغير في طريقة تعامل الكتاب مع شخصية اليهودي والصهيوني لا العكس . ومن الغريب أيضا ان كنفاني يعتبر أن الأدب هو الذي أرسى الشخصية الصهيونية قبل أن تبدأ معالمها بالظهور بقرن واحد على الأقل لا أعلم صحة القول ولكنه يبدو لي غريبا قليلا . أحببت فصل اليهودي التائه جدا ... وفصل العصمة اليهودية . وبالمناسبة الكتاب ليس سهلا أبدا ..
1,كتاب خفيف يحتوي على رسالة في موضوعات متنوعة ، ليتنا نستوعبها ونطبقها :
1,كتاب جميل ودسم فى موضوعاته يدل على مدى ثقافة و عمق نظرة كاتبه وإيمانه العميق بفكرته.. الإسلام بين الشرق والغرب..بين المادية والدين المجرد..بين الشيوعية والمسيحية..يحاول الكاتب التأصيل لفكرة أن الإسلام هو الطريق الثالث بين نقيضين فكما أن الإنسان هو وحدة الروح والجسد، فإن الإسلام وحدة بين. الدين و النظام الإجتماعى..أو كما أسماها بيجوفيتش الوحدة ثنائية القطب.. الكتاب ينقسم لقسمين: القسم الأول نظرات حول الدين وهو الجزء الأمتع بالنسبة لى نظرا لموضوعاته التى هى كل موضوع منها يصلح كتابا بذاته، و ينقسم هذا الجزء إلى:. .الخلق والتطور: الإنسان بين نظرة علمية يدعمها عدد هائل من الحقائق إنسان داروين ونظرية روحية مستقرة فى قلوب أغلب البشر إنسان مايكل أنجلو على سقف كنيسة سيستين في الفاتيكان ، ويحاول بيجوفيتش إبراز قصور نظرية التطور فى تفسير بعض سلوكيات الإنسان كالنزعة الأخلاقية والتضحية و ظهور التدين على طور تاريخ الوجود الإنسانى.. .الثقافة والحضارة: الثقافة مرتبطة بماهو إنسانى فردى كالدين والفن والفلسفة، بينما الحضارة ترتبط بالمجتمع، الحضارة هى فن العمل والسيطرة وصناعة الأشياء صناعة دقيقة..الثقافة تعبير عن حرية الإنسان وإختياره،بينما الحضارة تعبير عن الضرورة والنقص فى حياتنا.. .ظاهرة الفن: أعجبتنى نظرة بيجوفيتش للفن فنحن قليلا ما نرى من له إتجاه إسلامى قوى وفى نفس الوقت على إطلاع أدبى و فنى بهذا القدر ويدعم الفن بهذه القوة فالفن بالنسبة له تعبير عن النزعة الإنسانية الجوانية للإنسان بل أن الفن والدين والأخلاق فرع من سلالة واحدة..ولكن لماذا أغلب المتدينين ليس لديهم هذه النظرة للفن؟ هل لأن بيجوفيتش كان فى بيئة أوروبية منفتحة؟. .الأخلاق: الأخلاق تتسم بإنها شئ غير معقول فعادة العمل البطولى لا يكون مثمرا لذا فالأخلاق فى تصادم مع العقل فكل منهما ينتمى لعالم مختلف، فالنظرة المادية اختزلت الأخلاق فى المصلحة أو اللذة والألم فكل ما يسبب اللذة هو خير وكل ما يسبب الألم هو شر، ومن هنا نشأت فكرة المصلحة المشتركة التى هى تأليه للدولة حيث أن المصلحة المشتركة لا يمكن أن تكون مصلحة البشر جميعا ، إنها دائما مصلحة مجموعة محددة مغلقة قد تكون مجموعة سياسية أو وطنية أو طبقة، هذه المصلحة المشتركة قد تستدعى استغلال أو استعباد بل وحتى إبادة أعضاء مجموعة آخرى أو شعب آخر.. ويرى بيجوفيتش أن الأخلاق بدون دين غير ممكنة فيوجد ملحدين على خلق لكن لا يوجد إلحاد أخلاقى، فالإلحاد لا يملك الوسيلة للحفاظ أو لحماية المبدأ الأخلاقى نفسه إذا كان موضع إعتراض أو شك.. .الثقافة والتاريخ: يرصد بيجوفيتش أن بمرور التاريخ وبالتالى تطور الإنسان حضاريا توجد قيم كالأخلاق والفن تكون خارج الزمن و خارج التاريخ، ففى المجتمعات الإفريقية البدائية كان الأجانب يتمتعون بكرم الضيافة وحقوق المواطنين المحليين نفسها فى حين كان الأجنبى فى بلاد روما القديمة أو بلاد الإغريق يتحول إلى عبد عندهم.. وكذلك الفن، فهناك مناطق متخلفة بالمعنى الحضارى يكون الفن فيها متقدما جدا و العكس صحيح، ومنذ العصر الحجرى حتى اليوم لا نرى أى زيادة فى القوة التعبيرية للفن تحققت عن طريق التطور.. . الدراما والطوبيا: الطوبيا هى النظام المثالى، الدراما حدث يقع فى النفس الإنسانى بينما الطوبيا فحدث يقع فى المجتمع الإنسانى، الحرية هى جوهر الدراما بينما النظام والتماثل هما العنصران الأساسيان فى الطوبيا.. آلية الطوبيا كاملة لكنها غير إنسانية فبرغم أن الجندى فى معسكره تتوافر له كافة مطالبه الأساسية إلا أن أكثرنا يرى أن المعسكرات بكل ما فيها هى أسوأ نموذج لمجتمع يمكن تخيله.. ثم فى القسم الثانى الإسلام الوحدة ثنائية القطب يركز بيجوفيتش على فكرته الأساسية أن الإسلام هو الطريق الثالث والأنسب للطبيعة الإنسانية وينقسم هذا الجزء إلى:. .موسى وعيسى ومحمد: ويحاول فيه بيجوفيتش المقارنة بين الفلسفة التى قامت عليها اليهودية والمسيحية والإسلام، فتظهر المادية فى اليهودية بوضوح بل يتعدى هذا بالقول أن كل الأفكار المادية لها أصول يهودية.. بينما على النقيض المسيحية تأتى بمثالية حاسمة واضحة فى تعاليمها.. وبينهما جاء الإسلام وسطا يتعامل مع الإنسان كإنسان لا يكلف الله نفسا إلا وسعها .. ولكن لا أفهم هجوم بيجوفيتش الشديد على الصوفية ولا أعلم هل أختزلها فى بعض الممارسات لدراويش جعلتهم ينسحبون من الحياة النشطة؟ هل هذه هى الصوفية؟ لا أعتقد ذلك لذا أجده ظالما فى هذه النقطة.. .الإسلام والدين: الإستدلال بأعمدة الإسلام الخمسة الشهادتين والصلاة والزكاة والصوم والحج على فلسفة الإسلام فى الوحدة ثنائية القطب فى توحيد ما هو روحى ومادى فى شعائر إسلامية.. و يدلل هذا الفصل أيضا على أن الإسلام لا يريد أن يجعل منا ملائكة لأن هذا مستحيل بل يميل إلى جعل الإنسان إنسانا فلحكمة ما سجدت الملائكة للانسان الا يتضمن هذا تفوق ما هو إنساني على ما هو ملائكي.. .الطبيعة الإسلامية للقانون: العقوبة لها فلسفتين أولهما الذنب الأخلاقى والقصاص ويكون هدفها الإنسان كفرد، وثانيهما حماية المجتمع وتكون موجهة للمجتمع.. والإسلام طريق ثالث بينهما وظهر ذلك عالميا فى ما يعرف بالنظرية النسبية للعقوبة.. وفى هذا الفصل يبين نتيجة الإنطلاق من مبدأ حماية المجتمع فهذا قد يوصلنا إلى قصور فى حقوق الإنسان الفرد وهو ما ظهر مثلا فى إجراءات التطهير الستالينية.. .الأفكار فى الواقع: فى هذا الفصل يرصد بيجوفيتش التغيرات التى طرأت على المسيحية نتيجة مواجهتها الحياة مثل تحويل الدين لمؤسسة التنظيم الكنسى وإستخدام العنف ضد المجدفين فى الدين كما حدث فى عهد محاكم التفتيش، ويفرق بيجوفيتش بين المسيحية فى تعاليم المسيح الدين الخالص وتحولها لأيديولوجية وكنيسة وتنظيم فالتطبيق جاء مختلفا عن التعاليم.. و كذلك الماركسية التى أعترفت بمبادئ من الثورة الفرنسية كحقوق الإنسان والمواطنة فقوة الماركسية جاءت من عدم ثباتها على المادية.. .الطريق الثالث خارج الإنسان: هذا الفصل هو نظرة لإنجلترا والتجربة الأنجلوسكسونية بإعتبارها طريق وسط بين متضادين الكاثوليكية والمادية.. وأيضا نظرة ل الديموقراطية الإشتراكية بإعتبارها طريق وسط أخر و تعديل للماركسية نحو مزيد من التحرر.. ويعتبر بيجوفيتش أن هذا إنتصار للحياة وللواقع الإنسانى على جميع الإيديولوجيات القاصرة على جانب واحد وهذا فى حد ذاته يعد انتصارا للمفهوم الإسلامى.. لكن فى هذا الكتاب أرى أن بيجوفيتش يرى الإسلام بشكله النظرى فكنت أتمنى أن أرى رأيه فى أى ممن يسموا الإسلاميين هل هم أصلا يؤمنون بنفس ما يؤمن به بيجوفيتش بكل جوانبه؟ هل لو فشل تطبيقهم فى الواقع هذا يعتبر فشلا للنظرية الإسلامية بكاملها؟ كما ربط النظرية والتطبيق فى الكتاب على المسيحية والماركسية.. بالتأكيد هذا عمل ضخم يستحق القراءة والتأمل والشكر لكاتبه.
0,استغفال . موقعه. الانااره ضعيفه جداالسعرر غالي وهو كأنه شقة مفروشهالغرفه حجزناها ببوكنج ستاندرد كنج روم ودخلنا غرفه ضيقه جدا وصغيره والسرير مايكفي طفل عندهم وطلبنا من الاستقبال نشوف الغرف الاخرى ويوجد ديلوكس بزيادة ريالوتنفيذيه بزياده ريالاحجامهم معقوله لكن هذا تلاعب واستغفال
0,كنت أقرا في هذا الكتاب في الكلية حينما ره معي أحد من زملائي السلفيين فقال لي بنظرة الخبير بالامور الكاتب ده ماسوني اصلا . : . حسنا دعك من كل شيء ومن الهجوم الذي تعرض له الكاتب وما إلى ذلك ولنرى الكتاب. اولا الكتاب مختصر جدا فهو في كل قضية يحيلك الي البحث والكتاب بالنسبة لي جهد مبذول وواضح في وضع خطوط عريضة لكتاب آخر. اختلفت مع الكتاب في تفصيلة حروب الردة فانا لا أرى أنها شأن من شئون الدولة فانكار الزكاة لم يكن لانها تعطى لأبي بكر الصديق بدلا من النبي صلى الله عليه وسلم وانما كانت منعا تاما للزكاة ومحوها من اركان الدين وهو ما عبر عنه قول أبي بكر لعمر ان الزكاة حق المال والله لأفرقن بين الصلاة والزكاة وقد قال تعالى فإن تابوا وأقاموا الصلاة وآتوا الزكاة فخلوا سبيلهم . هذا اختلافي مع الكتاب في جزئية المرتدين بالزكاة أما بقية الردة فهي لم تكن جميعها دينية وانما كان هناك البعض عصبية وقبلية كمالك بن نويرة مثلاالذي تنبأ وادعى ملكا ونبوة. فيما يتعلق ببحث الكاتب في أصول الخلافة فهو جهد موفق وأحييه على هذا الرأي في مجتمع . اذا قلت بعضا من هذه الاراء في مجتمعنا الحالي هوجمت واتهمت بالكفر فما بالك بمجتمعه هو . نقطة أخيرة الكتاب لا يعد انتهاء طريق وانما هو بداية فقد وضع لي خطوطا عريضة وهناك الكثير من الفجوات التي مازال البحث فيها جاريا :
0,كتاب فلسفي عميق يدفعك التأمل و التدبر في فلسفة الموت و ابضا في الخلق و نشأة الكون. كتاب جميل
1,رائع يا خولة. حبيت أبدأ بيه يومي لثقتي فيكي إنك هتخلي يومي جميل. خواطر مليئة بالتفاؤل. حبيته جدااااا. عجبني الغلاف. تنظيم الخواطر نفسها. كلمة البداية وكلمة الختام. عرفت مين الآنسة لآم : : . مفيش حاجة لمدام راء ؟ : . حبيته جدا وضميت مقتطفاته ل آلبوم مقتطفات الكتب. :// . . / / / .... هشتاج حنايا النور هيتملي إن شاء الله : . هيكون ليكي مستقبل هايل يا أمولة. صدقيني مش مجاملة ... كلماتك وخواطرك اسلوبها سهل ممتنع مليئة بالاحساس والتفاؤل والحب : . منتظرة جديدك ياحبيبة
1,مساكن الاكابر . لكل صاحب منزل خصوصيات وارى انها لم تتوفر في ستي بريمير.
0,المواقف ضيقه خدمه الحقائب لايستجيبون . اعجبني عندهم الباستا. الواي فاي ضعيف كل شوي يفصل فرش الغرفه قديم له ممكن اكثر من سنوات المواقف ضيقه جداا واذ طلعت ممكن ماعد تلقى موقفك
0,مرضي. . هناك أعمال وتصليحات وسبب ذلك ازعاج لنا
0,حدوتة .... ده افضل وصف للكتاب ده من وجهه نظري .. عجبني اوي اسلوب الحكاية ولما يطلع من حاجه ويدخل ف حاجه تانيه وبعدين يحصل ترابط مابينهم. استمتعت الى حد ما .... لكن بحذر ف من المعلومات شويه ... الموضوع بالنسبالي كان حكاية فعلا ف مكنتش باخدها ع انها حاجات موثقه
1,تمتعت بأجمل لحظات عمري في رافلز حيث جمال الاقامة وشرف الاطلالة على بيت الله . النظافة الراحة الخدمة جمال المكان. فقط الماء يحير في ارضية الحمام
0,يعد هذا الكتاب هو الأول لبلال فضل في مجال أدب الرحلات، ويتناول فيه بعضا مما حدث معه في أسفاره المتفرقة في سوريا ولبنان وتركيا وانجلترا واسكتلندا وأميركا على مدار السنوات قبل وبعد ثورة يناير، وينقل لنا بعين الراصد والمتابع أحوال تلك الدول، وواقع مواطنيها وحياتهم، ويربط بين هذا كله وبين ما نحياه في مصر من تردي وانفصال عن بقية خلق الله في مناكب الأرض الشاسعة، وقد سبق له أن نشر بعضا من هذا الرصد في جرائد الشروق والمصري اليوم.. واحتلت أسفاره إلى تركيا الحيز الأوسع من الكتاب، ربما لتشابه واقعها المزرى قبل سنوات عديدة مع الواقع المصري الآن، وربما لأمله أن تصبح مصر ذات يوم دولة صاعدة في شتى المجالات السياسية والاقتصادية والاجتماعية، وتحذو حذو تركيا في بعض الخطوات التي أقدمت عليها واتخذتها نبراسا لها لتصبح بين الدول المحترمة على مستوى العالم.. هو كتاب شيق يجذبك ويدفعك إلى التأمل في أحوال البلاد والعباد والتحسر على حالنا ومحاولة تغيير هذا الحال إلى الأفضل إن كان لنا إلى ذلك سبيلا.
1,موظفون متعاونون جدا . الذي جعل اقامتي ممتعة هو تفاني جميع موظفون الفندق من عامل الحقائب الا موظفون الاستقبال خصوصا السيد محمود . قلة مواقف السيارات فقط
0,الرواية ممتعة. أسلوب الكاتب شيق يجعلك تعيش الأحداث و تعاني من مشاكل الأبطال. فقط لا أحب الأسئلة المفتوحة ... هناك أسئلة لم أجد لها جواب. كذلك لم يعجبني أعتماده على الروايات السابقة في توضيح التوافق بين سالم و سلمى و قصة الكواكب المتوازية... فهذه أولى قرأتي للمجموعة
0,تقرأ صفحتين من إحدى الروايات فتنتزع نفسك منها انتزاعا إن برزت لك مشاغل أخرى، العبيد الجدد هي النقيض من ذاك، لا تصل بحبكتها لإثارة القارئ بتاتا... أثار الإهداء الجميل في مقدمة الكتاب حماسي لالتهام ما وقع بين يدي، ولكن مع نهاية الصفحات الأولى بدا لي أن الرواية كانت عبارة عن مجموعة من الكليشات والجمل المنمقة التي بنيت عليها الأحداث فآلت في النهاية إلى السقوط... وبعضها كان مجرد حشو وترقيع فنجد في الصفحة مثلا. لم يدر هل كان بكاؤه حزنا على رجل الفتى التي بدا أنه فقدها للأبد أم فرحة لأنه لم يمت في المذبحة الجماعية التي شهدها قبل قليل. استمر في بكائه. لأنه شعر أن البكاء كالإيمان يطهرنا من اليأس ويعيد التوازن لأرواحنا.. . في الصفحة . لا تدري ما مدى صدق حبه لها.... ثم ما تلاه من كتابتها كان مناقضا لما سبق مما دار في خلدها... وفي الصفحة كتبت شوق:. لم أبح بحاجتي إليك كي لا ترى ضعفي. فماذا تسمي إذا كل ما باحت به في رسائلها لوائل؟ . .. وهذا نزر من كثير . فابتداء من المقدمة الضعيفة المهتزة للرواية، مرورا بالسيناريو الذي يحاول جاهدا أن يتماسك، وانتهاء بوائل وشوق اللذان والله لا أدري كيف غرقا في الحب في أيام لقائهما الأولى، ورسائل الخميس التي كانت أشبه بخواطر منمقة لا يجمع جملها جامع، منها من رسالة من القلب مسطرة في عمود في صحيفة، لم تكن الرواية بالمستوى الذي توقعته؛ فتجد الكثير من الأفكار المشتتة هنا وهناك دون سلاسة في النص عند الانتقال بينها، وبدا أن الكاتب انكب على رسائل الخميس أكثر من انكبابه على حبكة الرواية وأحداثها... أحترم فكر الكاتب كثيرا إلا أن حبه لنقل أفكاره عن الحب والحياة بهذا الشكل المكثف أخل بتوازن الرواية وواقعيتها... كان من الأنسب إصدار كتاب يجمع رسائل الخميس بين دفتيه وانتهينا... من التجارب نتعلم... كل التوفيق والنجاح ياسر
0,اخر مره اسكن فيه . . السرير سيء النظافة سيئة جدا
0,مقبول. . طاقم موظفي الحجز.. ادارة مصرية غير متعاونه ومرنه.
1,فتتسع الدهشة وتتوالد الأسئلة..
0,جميل ولكن . . طلب البطاقة الائتمانية من عائلتي وعدم السماح لهم بالنزول نظرا لاختلاف الاسم رغم وجود رقم الحجز والمعلومات مع عائلتي
1,من أفضل ما قرأت. حيث يرصد الكاتب فيه الحالة الإسلامية التي يريدها، والتي لطاما تمنيتها أنا أيضا. ولكنه عبر عنها بأسلوب رائع من حلم بالجهاد وزوال الحدود والأمة الإسلامية والخلافة ...إلخ. ويرصد أيضا حالة الإسلاميين قبل وبعد الثورة و بعض التصرفات التي يعتبرها تحولا للأفضل وأخرى يعتبرها تحولا للأسوء. وبعض التصرفات الأخرى التي يكتفي برصدها دون أن يعلق عليها. استمتعت بالفعل بقراءة هذا الكتاب، جزى الله كاتبه كل خير
0,لم يعجبني هذا الكتاب لأنه يحتوي على خطاب سياسي إسلامي مبجل يقوم على تزييف التاريخ و لغة الخشب. فالأريوسيون بالنسبة للكاتبة هم موحدون كانوا يعتقدون أن المسيح مجرد نبي و هذا الكلام مخالف تماما للتاريخ ، و عقبة بن نافع و موسى بن نصير كانوا يتسمون بالعدل، فلم يقتلوا طفلا و لم يسبوا إمرأة... يكفي لنا قراءة ابن خلدون لنتأكد من عكس هذا الكلام. كما أن الكتاب إنحرف عن مقصده الأصلي، فالمعلومات المقدمة حول الأمازيغ ضئيلة جدا. الكلام كله سرى حول الأندلس و المرابطون. و هذا الكلام إعتدنا أن نسمعه من الظواهري و بن لادن. للأسف الشديد هذا الكتاب الذي كنت أنتظر منه الكثير يدعو بطريقة غير مباشرة إلى الإرهاب، و سيتضح ذلك جليا للقارئ المتعود المطالع في كثب الفقه و التاريخ و السياسة.
0,مخيب للأمل. قريب من الحرم. رائحه الحمام غير جيده الفرش قديم عدم النظافه
0,سئ سئ سئ سئ ويقرررررررررف وزباااااااااااااااااااله جداااااااااااا جداااااااااااا جداااااااااااا قسما بالله ما يستحق غير نجمه واحده اوسخ قرية طلعتها في حياتي الغرف مليئه بالحشرات والتعامل سئ جدا والاكل محدود جدا ولازم تروح اول مايفتح المطعم وان مالحقتش تاخد اكل مافيش اكل اما بالنسبه للحاجه الساقعه فبتكون سينا كولا والمشروبات تحسها لون من غير سكر اما بالنسبه لحمامات السباحه المياه ملوثه تماما وتقرف تنزل فيها دا مش رأيي وحدي دا رأي كل من متواجد في القريه الان وهانبلغ عنهم شرطة السياحه
1,عاجبنى إلى الأن فى الموضوع أنه أربعيناتى و بيحبها كل الحب و العشق ده و وصلت معاها لعبودية و بيعبر عن ده بكلماته
0,ما بين القرفه وسيانيد البوتاسيوم يوجد الف سر والف كلمه .. ما بين تحرر الخاله زليخه وتدين الخاله بانو تكشف الرواية عن تناقضات المجتمع التركي .. لم تفاجئني النهايه كثير فقد خمنت والد اسيا قبل النهايه بكثير .. ربما قرائتي للقواعط العشق الاربعون لاليف شافاق قبل لقيطة استنبول جعلني اصاب بشئ من خيبة الامل بعد قرأة الروايه ..
1,رائع . الفندق رائع وتعامل الاخوان في الاستقبال راقي. لاشي
0,خصوصا الباربيكيو بيتزا
1,لن أكتب مراجعة عن هذه الرواية..أخاف إن كتبت.. تتسرب من عقلي وتنتهي فعلا... سأحفظها في قلبي وأغلق عليها بالمفتاح..فهذا هوالمكان الذي تستحق أن تكون فيه... لكني في يوم سأكتب عن سعود السنعوسي..
0,مواطن عادي فقير، صادف موعد عملية زوجته الذي دفع لأجله رشوة مرتين يوم موت قريب الزعيم، أعلن الحداد ووجوب أن يحضر كل المواطنون العزاء. اشتد مرض زوجته وكادت تموت مما جرأه على قول لا وشتم الزعيم، اعتقل وصارت غسالته القديمة التي كان يحاول إصلاحها سلاحا خطيرا يهدد الوطن، إلى أن ينتهي به الأمر أن يصبح أحد أعضاء المحفل الذي يتحكم بالجماهير وبالأرض كخطوة إصلاحية ملبية للمظاهرات التي تملأ الشوارع .. ينتهي به الأمر إلى أن يعود مواطنا عاديا منبوذا، بينما تشيع جنازته في موكب محفلي.. لا أدري إن كان يمكن للرواية أن تصنف أنها من أدب الثورات، ولو صنفت فهي من النوع الرديء، في الفكرة واللغة والترميز والخاتمة غير المقنعة .. لو أن الكاتب جعل الرواية ترصد حال مواطن عادي فقير يشغله مرض زوجته أثناء الثورة لكان أفضل، ولاستطاع أن يوصل شيئا. ما زلت آمل أن أقرأ قريبا إنتاجا أدبيا رفيعا يليق بالثورات وبهذا الدم، أشياء من عمق وجمال جملكية آرابيا لواسيني.
0,الفندق غير مريح من ناحية عدد الاصنصير وموقف السيارات . . لم يعجبني شي بالفندق الواي غير مجاني المواقف بعيدة اللوبي صغير الأصنصير العدد غير كافي
1,المسرحيه تتحدث عن فتره حكم الحاكم بأمر الله الخليفه الفاطمي وهي الفتره المليئه بالغموض في كل حوادثها بما فيها النهايه والتي لايعلمها احد الا الله كل مايعلمه الناس ان الحاكم بأمر الله اختفي من الوجود وكأنه لم يكن موجودا من الاساس. اعجبني طريقه سرد الكاتب للأحداث وتسلسلها والتصاعد والحبكه الدراميه ومزجها بالمؤامرات الخارجيه كل هذا مشمول بلغه سلسه كعاده علي احمد باكثير....نهايه استمتعت فعلا بقرائتها
0,سي جدا . لا شيء. راحة الغرفه سيىه الاسنصير بطى جدا الخدمه سيىه حيث ان بعد م أخذت الغرفه ساعات عشان يطلعون حقاىبي والمثل بعد الشك اوت
0,الكتاب ده بيخلي الواحد يلحد بجد : . الكتاب بيثير اسألة فى ذهن القارئ في حين ان الكاتب لا يستطيع الرد بحرفية على تلك الاسئلة التى قام بطرحها. بالإضافة لسوء تفسيرة لبعض الاحاديث و الايات القرانية
0,وفي سياق التفكير التقاربي المنمط، تجدر الأشارة إلى أن السلفية لم تفلح في التفريق بين الثوابت التي لا تحتمل غير إجابة صحيحة واحدة، وبين المتغيرات التي تستوعب إجابات كثيرة وتحتمل بدائل متنوعة. ولم تع السلفية حقيقة أن الثوابت دائرتها ضيقة بخلاف المتغيرات، فمالت بإفراط إلى تثبييت المتغيرات ففقدت السلفية القدرة على التفاعل مع اللحظة الراهنة، بل تميل إلى أن تجهز عليها بنظراتها الضيقة في كثير من المسائل والقضايا وهذا ما يجلي لنا سر التخوف المتزايد من التيارات السلفية في بعض الدول العربية والإسلامية. يبدو لي أن هذا هو خلاصة البحث، فأما الزبد فيذهب جفاء . تمت
0,تجربه فاشله . نعم الإفطار كان جيد. تسريب ماء داخل الحمامات والعفش قديم وتم محاسبتي على النت وهي مجنانا حسب الحجزانا مستاء جدا وسوف لن اسكن هذا الفندق مرة أخرى
1,من أجمل الروايات التي قرأتها ، جمعت بين البساطة و الجمال و تحاشت التعقيد و التحليل المقيت .. ابدع الرائع سعود في كتابتها ، جعل القارئ يعيش الدور بالفعل ، من حيث التساؤلات التي تطرأ على ذهن عيسى او هوزيه .
0,مقبول. . ارضيت الفندق قديمه الحمام مش نظيف
1,ممتاز . الاستقبال. لاشئ
1,جيد. الهدوء والنظافه. بعيد جدا موقعه عن العالم
0,هنا الغذامي يعري الثقافة الذكورية المسيطرة. عبر حكايات وامثال ذكرها جعلت المرأة عبارة. عن جسد بلا رأس عقل وأن عقلها في فرجها. وحقرت منها وكأنها كائن غير بشري.. الغذامي يعلي من قيمة المرأة أو بالأصح. يظهرها على حقيقتها.. اشعر هناك مبالغات في بعض تأويلات الغذامي
0,فقدت شهيتي لهكذا ادب.قد تشبعت من ادب الحكمة و الشذرات من الروائي الليبي ابراهيم الكوني.
1,أي كتاب اقرأه وتكون الأحداث تدور في العراق أحاول تجنبه قدر المستطاع لان قلبي لا يحتمل.. نعم لا احتمل ابدا أن أعيد قراءة ما حدث في ذلك البلد العظيم.. الرواية تدور في يوم واحد في حياة ل شخصيتين مختلفتين و متناقضتين لكن أسلوب الروائي لن يشعرك قط بأن الاحداث كلها تحدث في يوم واحد لانه سيأخذ في رحلة بين الحاضر و الماضي لل تتعرف على حياة هذه الشخصيتين.. أحيي الاستاذ سنان على هذه الرواية الجميلة التي آلمتني و مست قلبي بصدق و عفوية و اسلوب سلس و بسيط..
1,آه... يا جيل الخيانات. ويا جيل العمولات. ويا جيل النفايات. ويا جيل الدعارة. سوف يجتاحك مهما أبطأ التاريخ . أطفال الحجارة ..
0,مرضي. القرب من الحرم راائع جدا والسرير مريح والنظافه متوسطه ولكن يعتبر جيد بالنسبه للسعر مقارنه بالفنادق. الخدمات مش سريعه متأخره جدا وخاصة خدمة الغرف واذا طلبنا شي اليوم الثاني يلبون الطلب
0,ندمت انى قرأتها. فلم أرى فيها سوى انانية عزيز وخيانته المستمرة واستمراره فى علاقاته الماضية. واستمراره فى التبرير الغير مقبول على الاطلاق . وسذاجة جمانة المعتادة اونه على الرغم من خيانته وخذلانه لها مازلت تحبه. بل وسامحته على كل مافعله بها بما فيهم تراجعه عن قرار زواجه منها حتى بعد ما قابل عائلتها
0,نجمة .. لإسم الكتاب. ونجمة للمقولة بتاعة سيدنا عمر. لو كان لي أن أختار لما كنت غير بائع للأزهار فإن فاتني الربح لا يفوتني العطر . رواية ساااذجة جدا .. يمكن لأنها أول رواية رومانسية اقرأها. كانت هتعجبني لو كنت قرأتها في تانية اعدادي مثلا اللي هي سنة المراهقة العاطفية. في رتابة في السرد .. مفيش إحساس التشويق دا اللي يخليك متسيبش الرواية غير لما تنهيها. محستش بالتعاطف لا مع هالة ولا طلال. طلال متغطرس ومتحفظ ومادي. وهالة ساذجة و عبيطة
0,مخيب للأمل. انها بمكة المكرمة. الغرفة صغيرة جدا الحمام صغير جدا عند الاستحمام تخرج المياه خارج الغرفة عدم نظافة الغرف يوميا
